disease-id	disease-name	other-ids	parent-ids	disease-treenum	disease-synonyms	disease-category
MESH:C563526	Retinitis Pigmentosa 27	OMIM:613750	MESH:D012174	C11.270.684/C563526|C11.768.585.658.500/C563526|C16.320.290.684/C563526	INCLUDED|RETINITIS PIGMENTOSA 27;RP27 RETINAL DEGENERATION, AUTOSOMAL RECESSIVE, CLUMPED PIGMENT TYPE,	Eye disease|Genetic disease (inborn)
MESH:C535390	Aspergillus niger infection		MESH:D001228|MESH:D008172	C01.703.080/C535390|C01.703.534/C535390|C08.381.472/C535390|C08.730.435/C535390	Aspergillus niger infection, pulmonary	Bacterial infection or mycosis|Respiratory tract disease
MESH:D010019	Osteomyelitis		MESH:D001850	C01.539.160.495|C05.116.165.495	Osteomyelitides	Bacterial infection or mycosis|Musculoskeletal disease
MESH:C535477	Corneal dystrophy, epithelial basement membrane	DO:DOID:0060447|OMIM:121820	MESH:D055952	C10.292.910.299/C535477|C11.180/C535477|C14.907.940.320/C535477	Cogan corneal dystrophy|Corneal dystrophy, anterior basement membrane|Corneal dystrophy, Cogan type|Corneal Dystrophy, Map-Dot-Fingerprint Type|Corneal Dystrophy, Microcystic|EBMD|Map-dot-fingerprint dystrophy of cornea|Microcystic dystrophy of the cornea	Cardiovascular disease|Eye disease|Nervous system disease
MESH:C535784	Spondyloepimetaphyseal dysplasia with multiple dislocations		MESH:D004204|MESH:D010009	C05.116.099.708/C535784|C05.550.518/C535784|C16.320.728/C535784|C26.289/C535784	Spondyloepimetaphyseal dysplasia with multiple dislocations, hall type|Spondyloepimetaphyseal dysplasia with multiple dislocations, leptodactylic type	Genetic disease (inborn)|Musculoskeletal disease|Wounds and injuries
MESH:C565891	Calcification of Joints and Arteries	OMIM:211800	MESH:D002114|MESH:D007592|MESH:D014652	C05.550/C565891|C14.907/C565891|C18.452.174.130/C565891	ACDC|ARTERIAL CALCIFICATION DUE TO DEFICIENCY OF CD73|CALJA	Cardiovascular disease|Metabolic disease|Musculoskeletal disease
MESH:D000070558	Talipes		MESH:D005531|MESH:D005532	C05.330.488.655|C05.330.495.681|C05.660.585.512.380.813|C16.131.621.585.512.500.681	Calcaneovarus, Talipes|Calcaneus, Talipes|Talipedes|Talipes Calcaneovarus|Talipes Calcaneus|Talipes Varus|Varus, Talipes	Congenital abnormality|Musculoskeletal disease
MESH:C537835	Macular dystrophy, retinal, 1, North Carolina type	OMIM:136550	MESH:D003317	C11.204.236/C537835|C11.270.162/C537835|C16.320.290.162/C537835	CAPED|Central areolar pigment epithelial dystrophy|Foveal dystrophy, progressive|FOVEAL DYSTROPHY, PROGRESSIVE, FORMERLY|MCDR1|NCMD|North carolina macular dystrophy|Retinal pigment epithelial dystrophy, central	Eye disease|Genetic disease (inborn)
MESH:C535473	Corneal dystrophy and perceptive deafness	OMIM:217400	MESH:D003317|MESH:D006319	C09.218.458.341.887/C535473|C10.597.751.418.341.887/C535473|C11.204.236/C535473|C11.270.162/C535473|C16.320.290.162/C535473|C23.888.592.763.393.341.887/C535473	CDPD|CDPD1|Congenital corneal dystrophy, progressive sensorineural deafness|Corneal dystrophy and sensorineural deafness|Harboyan syndrome	Ear-nose-throat disease|Eye disease|Genetic disease (inborn)|Nervous system disease|Signs and symptoms
MESH:C566345	Acromelic Frontonasal Dysostosis	OMIM:603671	MESH:D008342	C05.116.099.370.231.576/C566345|C05.660.207.231.576/C566345|C16.131.621.207.231.576/C566345	AFND	Congenital abnormality|Musculoskeletal disease
OMIM:613860	FICOLIN 3 DEFICIENCY		MESH:D007153	C20.673/613860	FCN3 DEFICIENCY|LCAPD3|LECTIN COMPLEMENT ACTIVATION PATHWAY, DEFECT IN, 3	Immune system disease
OMIM:300845	MOYAMOYA DISEASE 4 WITH SHORT STATURE, HYPERGONADOTROPIC HYPOGONADISM, AND FACIAL DYSMORPHISM	DO:DOID:13099	MESH:D007006|MESH:D009072|MESH:D019465	C05.660.207/300845|C10.228.140.300.200.600/300845|C10.228.140.300.510.200.737/300845|C14.907.137.615/300845|C14.907.253.123.620/300845|C14.907.253.560.200.737/300845|C16.131.621.207/300845|C19.391.482/300845	CHROMOSOME Xq28 DELETION SYNDROME, 3.4-KB|MYMY4|SYNDROMIC MOYAMOYA DISEASE	Cardiovascular disease|Congenital abnormality|Endocrine system disease|Musculoskeletal disease|Nervous system disease
MESH:D005517	Foodborne Diseases		MESH:D011041	C25.723.415	Disease, Foodborne|Disease, Food-borne|Food-borne Disease|Foodborne Disease|Food borne Diseases|Food-borne Diseases|Food borne Illnesses|Food-borne Illnesses|Foodborne Illnesses|Food Poisoning|Food Poisonings|Illnesses, Foodborne|Poisoning, Food	|Chemically-Induced Disorders
MESH:C536534	VATER association	DO:DOID:14679|OMIM:192350	MESH:D001006|MESH:D006330	C06.198.050/C536534|C14.240.400/C536534|C14.280.400/C536534|C16.131.240.400/C536534|C16.131.314.094/C536534	VATER/VACTERL ASSOCIATION|Vertebral defects, Anal atresia, Tracheoesophageal fistula with Esophageal atresia, and Radial dysplasia	Cardiovascular disease|Congenital abnormality|Digestive system disease
MESH:D001195	Asbestosis	DO:DOID:10320	MESH:D011009	C08.381.483.581.125|C08.381.520.702.125|C24.800.127	Asbestoses|Idiopathic Interstitial Pneumonitis - from Asbestos Exposure|Pulmonary Fibrosis - from Asbestos Exposure	Occupational disease|Respiratory tract disease
MESH:C566718	Retinitis Pigmentosa 20	OMIM:613794	MESH:D012174	C11.270.684/C566718|C11.768.585.658.500/C566718|C16.320.290.684/C566718	RP20	Eye disease|Genetic disease (inborn)
MESH:D020022	Genetic Predisposition to Disease		MESH:D004198	C23.550.291.687.500	Genetic Predisposition|Genetic Predispositions|Genetic Susceptibilities|Genetic Susceptibility|Predisposition, Genetic|Predispositions, Genetic|Susceptibilities, Genetic|Susceptibility, Genetic	Pathology (process)
OMIM:615916	CARDIOMYOPATHY, DILATED, 1NN	DO:DOID:0110432	MESH:D002311	C14.280.195.160/615916|C14.280.238.070/615916	CMD1NN	Cardiovascular disease
MESH:D016111	Sjogren-Larsson Syndrome	DO:DOID:14501|OMIM:270200	MESH:D007057|MESH:D008064|MESH:D012873	C16.131.831.512.723|C16.320.565.398.641.723|C16.320.850.820|C16.614.492.723|C17.800.428.333.723|C17.800.804.512.723|C17.800.827.820|C18.452.584.687.723|C18.452.648.398.641.723	Congenital Icthyosis Mental Retardation Spasticity Syndrome|FALDH Deficiency|Fatty Alcohol:NAD+ Oxidoreductase Deficiency|Fatty Aldehyde Dehydrogenase Deficiency|Fatty Aldehyde Dehydrogenase Deficiency Disease|Ichthyosis Oligophrenia Syndrome|Ichthyosis, Spastic Neurologic Disorder, and Oligophrenia|Sjogren Larsson Syndrome|Sjögren-Larsson Syndrome|SLS	Congenital abnormality|Genetic disease (inborn)|Infant-newborn disease|Metabolic disease|Skin disease
MESH:D020817	Asperger Syndrome	DO:DOID:0050432|OMIM:608631|OMIM:608638|OMIM:608781|OMIM:609954	MESH:D000067877	F03.625.164.113.250	Asperger Disease|Asperger Diseases|Asperger Disorder|Asperger Disorders|Asperger's Disease|Aspergers Disease|Asperger's Diseases|Asperger's Disorder|Aspergers Disorder|Asperger's Syndrome|Aspergers Syndrome|ASPERGER SYNDROME, SUSCEPTIBILITY TO, 1|ASPERGER SYNDROME, SUSCEPTIBILITY TO, 2|ASPERGER SYNDROME, SUSCEPTIBILITY TO, 3|ASPERGER SYNDROME, SUSCEPTIBILITY TO, 4|ASPG1|ASPG2|ASPG3|ASPG4|Disease, Asperger|Disease, Asperger's|Diseases, Asperger|Diseases, Asperger's|Disorder, Asperger|Disorder, Asperger's|Disorders, Asperger|Syndrome, Asperger|Syndrome, Asperger's	Mental disorder
OMIM:609560	MITOCHONDRIAL DNA DEPLETION SYNDROME 2 (MYOPATHIC TYPE)	DO:DOID:0080120	MESH:C563698	C05.651/C563698/609560|C10.668.491/C563698/609560|C18.452.660/C563698/609560	MITOCHONDRIAL DNA DEPLETION MYOPATHY, TK2-RELATED|MTDPS2	Metabolic disease|Musculoskeletal disease|Nervous system disease
MESH:D049068	Plagiocephaly, Nonsynostotic		MESH:D059041	C05.660.207.707.624|C16.131.621.207.707.624	Deformational Plagiocephalies|Deformational Plagiocephaly|Nonsynostotic Plagiocephaly|Plagiocephalies, Deformational|Plagiocephalies, Positional|Plagiocephaly, Deformational|Plagiocephaly, Positional|Positional Plagiocephalies|Positional Plagiocephaly	Congenital abnormality|Musculoskeletal disease
MESH:C537133	Orofaciodigital syndrome 4	DO:DOID:0060374|OMIM:258860	MESH:D009958	C05.116.099.370.652/C537133|C05.660.207.700/C537133|C16.131.077.676/C537133|C16.131.260.830.670/C537133|C16.131.621.207.700/C537133|C16.320.180.830.670/C537133|C16.320.714/C537133	Baraitser-Burn syndrome|MOHR-MAJEWSKI SYNDROME|OFD4|OFDS IV|OFD Syndrome, Baraitser-Burn Type|OFD Syndrome With Tibial Defects|Oral Facial Digital Syndrome, Type IV|ORAL-FACIAL-DIGITAL SYNDROME, TYPE IV|Orofaciodigital Syndrome IV|Orofaciodigital syndrome with tibial dysplasia	Congenital abnormality|Genetic disease (inborn)|Musculoskeletal disease
MESH:D000172	Acromegaly	DO:DOID:2449	MESH:D001849|MESH:D006964	C05.116.132.082|C10.228.140.617.738.250.100|C19.700.355.179	Hypersecretion Syndrome, Somatotropin (Acromegaly)|Hypersecretion Syndromes, Somatotropin (Acromegaly)|Inappropriate GH Secretion Syndrome (Acromegaly)|Inappropriate Growth Hormone Secretion Syndrome (Acromegaly)|Somatotropin Hypersecretion Syndrome (Acromegaly)|Somatotropin Hypersecretion Syndromes (Acromegaly)|Syndrome, Somatotropin Hypersecretion (Acromegaly)|Syndromes, Somatotropin Hypersecretion (Acromegaly)	Endocrine system disease|Musculoskeletal disease|Nervous system disease
MESH:C565302	Otosclerosis 2	OMIM:605727	MESH:D010040	C09.218.768/C565302	OTSC2	Ear-nose-throat disease
MESH:D010505	Familial Mediterranean Fever	DO:DOID:2987|OMIM:249100	MESH:D056660	C16.320.382.625	Benign Paroxysmal Peritonitides|Benign Paroxysmal Peritonitis|Disease, Periodic|Diseases, Periodic|Disease, Wolff Periodic|Disease, Wolff's Periodic|Familial Mediterranean Fever, Autosomal Recessive|Familial Paroxysmal Polyserositides|Familial Paroxysmal Polyserositis|FMF|Mediterranean Fever, Familial|Paroxysmal Peritonitides, Benign|Paroxysmal Peritonitis, Benign|Paroxysmal Polyserositides, Familial|Paroxysmal Polyserositis, Familial|Periodic Disease|Periodic Diseases|Periodic Disease, Wolff|Periodic Disease, Wolffs|Periodic Disease, Wolff's|Periodic Peritonitides|Periodic Peritonitis|Peritonitides, Benign Paroxysmal|Peritonitides, Periodic|Peritonitis, Benign Paroxysmal|Peritonitis, Periodic|Polyserositides, Familial Paroxysmal|Polyserositides, Recurrent|Polyserositis, Familial Paroxysmal|Polyserositis, Recurrent|Recurrent Polyserositides|Recurrent Polyserositis|Wolff Periodic Disease|Wolff's Periodic Disease|Wolffs Periodic Disease	Genetic disease (inborn)
MESH:D057887	Overbite		MESH:D008312	C07.793.494.630.500	Deep Bite|Deep-Bite|Deep Bites|Deep-Bites|Dental Overjet|Dental Overjets|Incisor Protrusion|Incisor Protrusions|Over Bite|Overbites|Over Bites|Overjet, Dental|Protrusion, Incisor	Mouth disease
MESH:C536781	T-cell immunodeficiency, congenital alopecia and nail dystrophy	OMIM:601705	MESH:D000505|MESH:D009260|MESH:D016511	C16.614.815/C536781|C17.800.329.937.122/C536781|C17.800.529/C536781|C18.452.284.800/C536781|C20.673.815/C536781|C23.300.035/C536781	Congenital alopecia and nail dystrophy associated with severe functional T-cell immunodeficiency|Pignata Guarino syndrome|T-Cell Immunodeficiency, Congenital Alopecia, And Nail Dystrophy	Immune system disease|Infant-newborn disease|Metabolic disease|Pathology (anatomical condition)|Skin disease
MESH:C566618	Phosphoglycerate Dehydrogenase Deficiency	OMIM:601815	MESH:D002239|MESH:D008831|MESH:D011596|MESH:D012640	C05.660.207.620/C566618|C10.500.507.400.500/C566618|C10.597.606.881/C566618|C10.597.742/C566618|C16.131.621.207.620/C566618|C16.131.666.507.400.500/C566618|C16.320.565.202/C566618|C18.452.648.202/C566618|C23.888.592.604.882/C566618|C23.888.592.742/C566618	PHGDHD|PHGDH Deficiency	Congenital abnormality|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease|Signs and symptoms
MESH:D012507	Sarcoidosis	DO:DOID:11335|OMIM:181000|OMIM:612387|OMIM:612388	MESH:D008232	C15.604.515.827	Besnier Boeck Disease|Besnier-Boeck Disease|Besnier Boeck Schaumann Syndrome|Besnier-Boeck-Schaumann Syndrome|Boeck Disease|Boeck Sarcoid|Boeck's Disease|Boecks Disease|Boeck's Sarcoid|Boecks Sarcoid|Disease, Schaumann|Sarcoid, Boeck's|Sarcoidoses|SARCOIDOSIS|SARCOIDOSIS, SUSCEPTIBILITY TO, 1|SARCOIDOSIS, SUSCEPTIBILITY TO, 2|SARCOIDOSIS, SUSCEPTIBILITY TO, 3|Schaumann Disease|Schaumann's Syndrome|Schaumann's Syndromes|Schaumann Syndrome|SS1|SS2|SS3|Syndrome, Besnier-Boeck-Schaumann|Syndrome, Schaumann|Syndrome, Schaumann's	Lymphatic disease
OMIM:616647	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 35		MESH:D013036	C10.228.140.490.375.760/616647|C10.228.140.490.493.875/616647	EIEE35	Nervous system disease
MESH:C563161	Hypertensive Nephropathy	OMIM:608026	MESH:D006977|MESH:D009393	C12.777.419.331/C563161|C12.777.419.570/C563161|C13.351.968.419.331/C563161|C13.351.968.419.570/C563161|C14.907.489.631/C563161	HNP1	Cardiovascular disease|Urogenital disease (female)|Urogenital disease (male)
MESH:C535387	Arthropathy, progressive pseudorheumatoid, of childhood	OMIM:208230	MESH:D007592	C05.550/C535387	PPAC|PPD|Progressive pseudorheumatoid arthropathy of childhood|Progressive pseudorheumatoid dysplasia|SEDT-PA|Spondyloepiphyseal dysplasia tarda with progressive arthropathy	Musculoskeletal disease
MESH:D004617	Embolism		MESH:D016769	C14.907.355.350	Embolisms|Embolus	Cardiovascular disease
MESH:D062787	Drug Overdose		MESH:D019966	C25.775.383	Drug Overdoses|Overdose, Drug|Overdoses, Drug	Substance-related disorder|Chemically-Induced Disorders
MESH:C536416	Primary lateral sclerosis juvenile	OMIM:606353	MESH:D016472	C10.574.562/C536416|C10.668.467/C536416	Juvenile Primary Lateral Sclerosis|PLSJ|PLS, JUVENILE|Primary Lateral Sclerosis, Juvenile	Nervous system disease
MESH:D007003	Hypoglycemia	DO:DOID:9993	MESH:D044882	C18.452.394.984	Fasting Hypoglycemia|Hypoglycemia, Fasting|Hypoglycemia, Postabsorptive|Hypoglycemia, Postprandial|Hypoglycemia, Reactive|Postabsorptive Hypoglycemia|Postprandial Hypoglycemia|Reactive Hypoglycemia	Metabolic disease
MESH:D028361	Mitochondrial Diseases	DO:DOID:700	MESH:D008659	C18.452.660	Deficiencies, Oxidative Phosphorylation|Deficiencies, Respiratory Chain|Deficiency, Oxidative Phosphorylation|Deficiency, Respiratory Chain|Disease, Mitochondrial|Disorder, Mitochondrial|Disorders, Mitochondrial|Electron Transport Chain Deficiencies, Mitochondrial|Mitochondrial Disease|Mitochondrial Disorder|Mitochondrial Disorders|Mitochondrial Electron Transport Chain Deficiencies|Mitochondrial Respiratory Chain Deficiencies|Oxidative Phosphorylation Deficiencies|Oxidative Phosphorylation Deficiency|Phosphorylation Deficiencies, Oxidative|Phosphorylation Deficiency, Oxidative|Respiratory Chain Deficiencies, Mitochondrial|Respiratory Chain Deficiency	Metabolic disease
OMIM:615348	NEMALINE MYOPATHY 8	DO:DOID:0110930	MESH:D017696	C05.651.575.290/615348|C10.668.491.550.290/615348	NEM8	Musculoskeletal disease|Nervous system disease
MESH:D030981	Acro-Osteolysis	DO:DOID:2736	MESH:D001848|MESH:D010014	C05.116.099.052|C05.116.264.579.052	Acroosteolysis|Acro Osteolysis|Acroosteolysis Syndrome|Acro-Osteolysis Syndrome|Acro-Osteolysis Syndromes	Musculoskeletal disease
MESH:C563010	Neutrophilia, Hereditary	OMIM:162830	MESH:D007960	C15.378.553/C563010		Blood disease
MESH:C538003	Dystonia 6, torsion	OMIM:602629	MESH:D004422	C10.228.140.079.357/C538003|C10.228.662.300.200/C538003|C10.574.500.393/C538003|C16.320.400.330/C538003	DYT6|Torsion dystonia adult onset mixed type|Torsion Dystonia, Adult-Onset, Mixed Type	Genetic disease (inborn)|Nervous system disease
OMIM:615220	OSTEOGENESIS IMPERFECTA, TYPE XV	DO:DOID:0110347	MESH:D010013	C05.116.099.708.685/615220|C16.320.737/615220|C17.300.200.540/615220	OI15|OI, TYPE XV	Connective tissue disease|Genetic disease (inborn)|Musculoskeletal disease
MESH:D003865	Depressive Disorder, Major	DO:DOID:1470|OMIM:608516	MESH:D003866	F03.600.300.375	Depression, Involutional|Depressive Disorders, Major|Disorder, Major Depressive|Disorders, Major Depressive|Involutional Depression|Involutional Melancholia|Involutional Paraphrenia|Involutional Paraphrenias|Involutional Psychoses|Involutional Psychosis|Major Depressive Disorder|Major Depressive Disorders|MDD|Melancholia, Involutional|Paraphrenia, Involutional|Paraphrenias, Involutional|Psychoses, Involutional|Psychosis, Involutional|SAD, INCLUDED|UNIPOLAR DEPRESSION SEASONAL AFFECTIVE DISORDER, INCLUDED	Mental disorder
MESH:C535588	Carnitine palmitoyl transferase 1A deficiency	OMIM:255120	MESH:D007003|MESH:D008052	C16.320.565.398/C535588|C18.452.394.984/C535588|C18.452.584.562/C535588|C18.452.648.398/C535588	Carnitine palmitoyltransferase 1 deficiency|Carnitine Palmitoyltransferase IA Deficiency|Carnitine Palmitoyltransferase I Deficiency|CPT 1A Deficiency|CPT Deficiency, Hepatic, Type I|CPT I Deficiency|Hepatic carnitine palmitoyltransferase 1 deficiency|Liver Form of Carnitine Palmitoyltransferase Deficiency	Genetic disease (inborn)|Metabolic disease
MESH:C535397	Athabaskan brainstem dysgenesis	OMIM:601536	MESH:D006319|MESH:D009421|MESH:D015835	C09.218.458.341.887/C535397|C10.228.758/C535397|C10.292.562/C535397|C10.500/C535397|C10.597.751.418.341.887/C535397|C11.590/C535397|C16.131.666/C535397|C23.888.592.763.393.341.887/C535397	ABDS|Athabaskan Brainstem Dysgenesis Syndrome|Bosley-Salih-Alorainy Syndrome|BSAS, INCLUDED|Navajo brainstem syndrome|NAVAJO BRAINSTEM SYNDROME  BOSLEY-SALIH-ALORAINY SYNDROME, INCLUDED	Congenital abnormality|Ear-nose-throat disease|Eye disease|Nervous system disease|Signs and symptoms
MESH:D004696	Endocarditis	DO:DOID:10314	MESH:D006331	C14.280.282	Endocarditides|Endocarditides, Infective|Endocarditis, Infective|Infective Endocarditides|Infective Endocarditis	Cardiovascular disease
MESH:C567364	Joubert Syndrome 9	OMIM:612285	MESH:D002526|MESH:D005124|MESH:D007674|MESH:D008607	C10.228.140.252/C567364|C10.597.606.643/C567364|C11.250/C567364|C12.777.419/C567364|C13.351.968.419/C567364|C16.131.384/C567364|C23.888.592.604.646/C567364|F03.625.539/C567364	JBTS9|JOUBERT SYNDROME 9/15, DIGENIC, INCLUDED	Congenital abnormality|Eye disease|Mental disorder|Nervous system disease|Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)
MESH:C565553	Gaucher Disease, Type Iiic	OMIM:231005	MESH:D005776	C10.228.140.163.100.435.825.400/C565553|C16.320.565.189.435.825.400/C565553|C16.320.565.398.641.803.441/C565553|C16.320.565.595.554.825.400/C565553|C18.452.132.100.435.825.400/C565553|C18.452.584.687.803.441/C565553|C18.452.648.189.435.825.400/C565553|C18.452.648.398.641.803.441/C565553|C18.452.648.595.554.825.400/C565553		Genetic disease (inborn)|Metabolic disease|Nervous system disease
MESH:C537583	Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	OMIM:607459	MESH:D004401|MESH:D009886|MESH:D015417	C10.292.562.750/C537583|C10.500.300/C537583|C10.574.500.495/C537583|C10.597.606.150.500.800.150.200/C537583|C10.597.622.447/C537583|C10.668.829.800.300/C537583|C11.590.472/C537583|C16.131.666.300/C537583|C16.320.400.375/C537583|C23.888.592.604.150.500.800.150.200/C537583|C23.888.592.636.447/C537583	EPILEPSY, PROGRESSIVE MYOCLONIC, 5, FORMERLY|EPILEPSY, PROGRESSIVE MYOCLONIC, WITH SENSORY ATAXIC NEUROPATHY, INCLUDED|EPM5, FORMERLY|SANDO|SCAE, INCLUDED|SENSORY ATAXIC NEUROPATHY WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE  SPINOCEREBELLAR ATAXIA WITH EPILEPSY, INCLUDED	Congenital abnormality|Eye disease|Genetic disease (inborn)|Nervous system disease|Signs and symptoms
MESH:C536598	Alzheimer disease, familial, type 3		MESH:D000544	C10.228.140.380.100/C536598|C10.574.945.249/C536598|F03.615.400.100/C536598	Alzheimer disease 3|Alzheimer Disease 3, Early-Onset|Alzheimer disease early onset type 3|Alzheimer Disease, Familial, 3|Alzheimer disease type 3	Mental disorder|Nervous system disease
OMIM:614868	T-CELL IMMUNODEFICIENCY, RECURRENT INFECTIONS, AND AUTOIMMUNITY WITH OR WITHOUT CARDIAC MALFORMATIONS		MESH:D001327|MESH:D001423|MESH:D006330|MESH:D007153	C01/614868|C14.240.400/614868|C14.280.400/614868|C16.131.240.400/614868|C20.111/614868|C20.673/614868	MST1 DEFICIENCY|STK4 DEFICIENCY|TIIAC	Bacterial infection or mycosis|Cardiovascular disease|Congenital abnormality|Immune system disease
MESH:D007249	Inflammation		MESH:D010335	C23.550.470	Inflammations	Pathology (process)
OMIM:216950	COMPLEMENT COMPONENT C1r/C1s DEFICIENCY		MESH:D007153	C20.673/216950	C1r/C1s DEFICIENCY	Immune system disease
MESH:D000208	Acute Disease		MESH:D020969	C23.550.291.125	Acute Diseases|Disease, Acute|Diseases, Acute	Pathology (process)
MESH:C537944	Amyloidosis, Cerebroarterial, App-Related	OMIM:605714	MESH:D028243	C10.228.140.163.100.168/C537944|C10.228.140.300.275.311/C537944|C10.228.140.300.510.200.200.160/C537944|C14.907.253.329.311/C537944|C14.907.253.560.200.200.160/C537944|C16.320.565.176.160/C537944|C16.320.565.189.168/C537944|C18.452.132.100.168/C537944|C18.452.648.176.160/C537944|C18.452.648.189.168/C537944|C18.452.845.500.075.160/C537944|C18.452.845.500.100.160/C537944	AMYLOIDOSIS, CEREBROARTERIAL, APP-RELATED|Amyloidosis, Hereditary, With Cerebral Hemorrhage, Dutch Variant|Cerebral Amyloid Angiopathy, App-Related|Cerebral Amyloid Angiopathy, App-Related, Arctic Variant|Cerebral Amyloid Angiopathy, App-Related, Dutch Variant|Cerebral Amyloid Angiopathy, App-Related, Flemish Variant|Cerebral Amyloid Angiopathy, App-Related, Iowa Variant|Cerebral Amyloid Angiopathy, App-Related, Italian Variant|Cerebral hemorrhage with amyloidosis, hereditary, Dutch type|Dutch Type Hereditary Cerebral Amyloid Angiopathy|HCHWAD|Hereditary Cerebral Amyloid Angiopathy, Dutch Type	Cardiovascular disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease
